record_id,state,county,municipality,jurisdiction_level,record_type,project_or_policy_name,technology,policy_mechanism,opposition_type,adopted_or_event_date_text,status,project_capacity_mw,project_area_acres,has_litigation,short_description,long_description,extraction_source_section,notes
REC-0288,NM,Santa Fe County,,local,contested_project,Rancho Viejo Solar Project,"solar, storage",,"organized_group, local_residents","August 2023, September 2023, August 2024",pending,"96 (solar), 48 (storage)","680 (solar), 2 (storage)",,"Residents established groups to oppose a 96-MW solar farm with a 48-MW battery storage facility in Santa Fe County, leading to an online petition and complaints.","The Rancho Viejo Solar Project, a 680-acre, 96-MW solar farm with a 2-acre, 48-MW battery storage facility proposed by AES, has faced resistance from the local community. Residents have established the Clean Energy Coalition for Santa Fe County and New Mexicans for Responsible Renewable Energy to fight against the project. The latter started an online petition directed at Santa Fe County, asking that officials either deny the project’s conditional use permit application or issue a moratorium and amend county codes before considering the project further. Residents have expressed distrust toward the company and argued that the county has failed to adequately engage the community. A resident submitted in August 2023 a Notice of Violation to Santa Fe County and filed in September 2023 a complaint with the New Mexico Attorney General, alleging that the County’s meetings with AES violated New Mexico’s Open Meetings Act. The County denied the allegations, and the Attorney General responded that no violations occurred. In August 2024, residents attended a county meeting at which AES presented a revised plan that sought to address the community's concerns.",contested_projects,
REC-0289,NM,Luna County,,local,contested_project,South Peak Solar Project,solar,,local_residents,January 2023,pending,97.5,620,,Luna County Board postponed a decision on a proposed 97.5-MW solar project after hearing from many opponents.,"A proposed 97.5-MW project on 620 acres of private land has encountered opposition at contentious public meetings. In January 2023, after hearing from many project opponents, the Luna County Board voted unanimously to postpone a decision on the application.",contested_projects,
REC-0290,NY,,,state,state_restriction,,"wind,solar,storage,transmission,hydro",ban/prohibition,,2019-2023,in_force,,,yes,"Multiple state-level policies have been enacted or proposed to restrict renewable energy projects, including wind, solar, storage, transmission, and hydro.","Between 2019 and 2023, New York has seen the implementation of several state-level restrictions on various types of renewable energy projects. These include bans or prohibitions on certain technologies such as wind, solar, storage, transmission, and hydro. Legal challenges have been a common feature in these policy developments.",state_level_restrictions,
REC-0291,NY,,,state,state_restriction,Pub. Auth. Law. § 1005(27-a)(b),"solar, wind","ag_land_exclusion, overlay_zone",,"May 3, 2023",in_force,,,,New York state law restricts renewable energy projects on agricultural land and Native American territories.,"The New York State Legislature adopted a law in 2023 directing the New York Power Authority (NYPA) to develop renewable energy projects, with restrictions that prohibit development on agricultural land unless it is an agrivoltaics project or on Native American territory without consent.",state_level_restrictions,
REC-0292,NY,Cattaraugus,,local,local_restriction,,"solar, wind",moratorium,,"May 2022, July 2022, July 2023",in_force,,,,Cattaraugus County IDA implements a moratorium on new solar and wind projects.,"In 2022, the Cattaraugus County Industrial Development Agency (IDA) voted to implement a 6-month moratorium on new solar energy applications. In July 2022, it approved a moratorium on wind farm development. The IDA extended its moratorium in July 2023 until the end of 2023.",local_restrictions,
REC-0293,NY,Chautauqua,,local,local_restriction,,wind,"setback, noise_limit",,"July 2019, December 2019",in_force,,,,Chautauqua County adopts a motion opposing wind farms and sends a letter urging noise restrictions.,"In 2019, the Chautauqua County legislature approved a motion formally opposing the construction of wind farms along Lake Erie. In December of the same year, the county board of health sent a letter to municipal offices urging them to pass ordinances restricting industrial wind turbines.",local_restrictions,
REC-0294,NY,Fulton,Johnstown,local,local_restriction,,solar,ban/prohibition,,June 2024,in_force,,,,Johnstown city council bans commercial solar arrays.,"In June 2024, the Johnstown city council prohibited commercial solar arrays in a ban affecting 5 square miles of land in Fulton County.",local_restrictions,
REC-0295,NY,Cattaraugus,Olean,local,local_restriction,,solar,moratorium,,May 2023,in_force,,,,Olean Common Council approves a 1-year moratorium on large-scale solar projects.,"In May 2023, the Olean Common Council voted to approve a 1-year moratorium on all large-scale solar projects. The decision was based on the need to draft updated solar regulations and a comprehensive plan.",local_restrictions,
REC-0296,NY,Niagara,,local,local_restriction,,solar,extended_producer_responsibility,,"June 2021, October 23, 2023",in_force,,,,Niagara County mandates extended producer responsibility for solar panels.,"In June 2021, Niagara County adopted a law mandating extended producer responsibility for solar panels and requiring developers to submit detailed recycling plans. As of October 23, 2023, most manufacturers remain out of compliance.",local_restrictions,
REC-0297,NY,Saratoga,Clifton Park,local,local_restriction,,solar,moratorium,,January 2021,in_force,,,,Clifton Park Town Board approves a 6-month moratorium on ground-mounted solar facilities.,"In January 2021, the Clifton Park Town Board approved a 6-month moratorium on ground-mounted solar facilities with a capacity of 25 kW or more. The moratorium was supported by Friends of Clifton Park Open Space.",local_restrictions,
REC-0298,NY,Dutchess,Clinton,local,local_restriction,,wind,"setback, noise_limit",,2019 or earlier,in_force,,,,Clinton Town prohibits utility-scale wind projects.,"Since 2019 or earlier, the Town of Clinton has prohibited utility-scale wind projects by requiring that any wind energy system facility's primary purpose be to provide power for the principal use of the lot on which it is located and not for commercial purposes.",local_restrictions,
REC-0299,NY,Greene,Coxsackie,local,local_restriction,,solar,"setback, noise_limit",,2019,in_force,,,,Coxsackie Town restricts utility-scale solar development to commercial and industrial zones.,"In 2019, the Town of Coxsackie enacted an ordinance that restricted utility-scale solar development to the town's commercial and industrial zones. A lawsuit challenging the ordinance was dismissed.",local_restrictions,
REC-0300,NY,Tompkins,Dryden,local,local_restriction,,"solar, wind",moratorium,,July 2016,in_force,,,,"Dryden Town implements a moratorium on certain public utility installations, including solar facilities.","In July 2016, the Town of Dryden implemented a 6-month moratorium on certain types of public utility installations, including solar facilities.",local_restrictions,
REC-0301,NY,Schenectady,Duanesburg,local,local_restriction,,solar,moratorium,,January 2020,in_force,,,,Duanesburg Town adopts a solar moratorium to consider changes to the 2016 solar law.,"In January 2020, the Town of Duanesburg adopted a 6-month moratorium on large-scale commercial solar energy development in order to consider changes to a 2016 solar law amid opposition to a proposed Eden Renewables project.",local_restrictions,
REC-0302,NY,Tompkins,Enfield,local,local_restriction,,"wind, solar",moratorium,,"2017, August 2019",in_force,,,,Enfield Town imposes a moratorium on commercial wind and solar projects.,"The Town of Enfield imposed a moratorium on commercial wind and solar projects in 2017. In August 2019, the town rescinded the solar moratorium and extended the wind moratorium until November 2019.",local_restrictions,
